player_id,overall,height_cm,weight_kg,nationality_name,preferred_foot,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,last_valuation,games_played_club,games_won_club,games_draw_club,games_lost_club,name,position,sub_position,age
242497,70,167,62,Spain,Right,3,3,Medium/Medium,85.0,71.0,64.0,71.0,28.0,51.0,65,73,68,65,66,69,68,63,59,71,86,84,80,68,91,70,52,74,46,69,35,30,72,65,75,58.0,23,22,16,12,13,10,14,10,0.0,2500000,40,9,7,24,Pere Pons,Midfield,Defensive Midfield,30
229006,77,180,70,France,Right,3,4,High/Medium,81.0,75.0,71.0,77.0,47.0,61.0,77,74,59,72,74,78,69,60,65,77,82,81,79,72,67,77,80,80,55,78,48,43,74,72,68,75.0,51,45,39,10,15,7,14,15,0.0,10000000,38,13,9,16,Franck Honorat,Attack,Right Winger,26
375816,67,190,83,Italy,Right,4,2,Medium/Low,45.0,69.0,52.0,63.0,34.0,70.0,42,71,74,54,62,61,56,43,49,69,39,50,52,68,51,74,61,71,80,61,48,33,70,61,72,69.0,39,22,19,8,12,9,6,8,0.0,225000,44,12,6,26,Manuel De Luca,Attack,Centre-Forward,24
354726,75,187,77,France,Right,3,3,High/High,74.0,72.0,69.0,71.0,43.0,80.0,70,74,77,72,70,69,61,63,65,74,70,77,71,79,52,74,88,86,78,66,73,38,78,71,68,75.0,34,43,42,13,15,12,11,14,0.0,2500000,38,17,11,10,Florian Sotoca,Attack,Centre-Forward,32
51977,73,194,92,Austria,Right,4,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,19,9,15,22,8,14,15,14,31,15,32,27,36,70,33,52,44,23,54,15,28,15,5,34,14,30.0,16,21,19,72,73,69,70,75,29.0,600000,41,13,8,20,Pavao Pervan,Goalkeeper,Goalkeeper,35
345760,75,185,75,Scotland,Right,4,3,High/Medium,68.0,72.0,77.0,74.0,63.0,65.0,76,69,48,77,63,74,76,73,77,76,67,69,69,72,74,72,57,78,68,78,42,69,71,80,75,78.0,62,67,57,5,8,10,15,5,0.0,6500000,49,35,5,9,David Turnbull,Midfield,Central Midfield,23
339332,78,179,69,Netherlands,Right,3,4,High/Medium,86.0,73.0,72.0,83.0,50.0,67.0,66,74,48,77,80,84,69,57,67,81,90,82,86,79,87,72,67,74,63,69,70,57,74,75,71,82.0,47,51,43,13,7,13,12,12,0.0,25000000,42,24,10,8,Noa Lang,Attack,Left Winger,23
199633,75,178,78,Ghana,Left,3,3,Medium/High,73.0,64.0,72.0,74.0,74.0,81.0,68,50,68,80,58,73,64,59,74,76,72,74,71,75,71,84,78,83,79,80,86,73,68,67,44,78.0,71,80,74,9,8,8,6,8,0.0,400000,27,2,7,18,Raman Chibsah,Midfield,Central Midfield,30
367468,74,179,73,Portugal,Right,3,3,High/Medium,80.0,69.0,71.0,73.0,67.0,68.0,60,67,54,76,61,73,64,60,78,75,80,80,67,74,78,75,59,79,69,72,56,66,66,71,62,72.0,66,72,70,11,14,12,5,14,0.0,2500000,41,12,12,17,Nuno Santos,Attack,Attacking Midfield,24
260827,77,192,90,Denmark,Right,3,2,Medium/Medium,52.0,50.0,68.0,64.0,77.0,80.0,47,40,76,79,43,63,64,50,85,70,53,52,48,77,52,73,74,69,86,53,80,77,42,63,44,75.0,78,78,76,13,7,9,15,14,0.0,22000000,43,15,15,13,Joachim Andersen,Defender,Centre-Back,26
146693,64,195,88,Germany,Right,3,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,15,14,22,36,14,16,16,15,30,25,38,39,34,55,36,46,50,30,70,14,32,16,11,34,26,32.0,16,16,15,66,64,61,63,66,39.0,250000,29,8,4,17,Alexander Brunst,Goalkeeper,Goalkeeper,27
48907,76,184,82,Denmark,Right,3,2,Medium/High,60.0,51.0,61.0,61.0,76.0,82.0,44,41,77,71,38,51,45,39,69,68,52,66,68,70,70,67,91,76,88,59,73,75,66,65,38,73.0,77,75,73,14,15,7,11,16,0.0,2000000,39,22,7,10,Erik Sviatchenko,Defender,Centre-Back,31
153084,87,189,82,Germany,Right,4,3,High/Medium,78.0,82.0,82.0,83.0,81.0,86.0,75,82,86,86,71,84,76,75,85,86,78,78,76,87,73,85,80,86,88,86,82,86,85,84,60,82.0,74,84,78,13,8,15,11,9,0.0,70000000,47,33,7,7,Leon Goretzka,Midfield,Central Midfield,28
79967,73,179,70,Germany,Right,3,3,High/High,71.0,74.0,65.0,73.0,39.0,65.0,68,77,67,68,72,72,69,55,53,76,75,67,75,72,72,73,64,76,63,69,57,24,76,67,66,71.0,45,39,25,9,16,10,10,13,0.0,1800000,38,15,6,17,Simon Zoller,Attack,Centre-Forward,31
416168,65,179,71,Congo,Left,3,3,Medium/Low,70.0,60.0,61.0,67.0,59.0,69.0,52,56,76,68,47,67,49,41,66,67,69,71,67,62,65,68,89,72,73,66,49,59,61,61,52,64.0,49,64,60,11,11,12,14,13,0.0,800000,10,0,3,7,Durel Avounou,Midfield,Central Midfield,25
112343,75,186,75,Italy,Left,3,3,Medium/Low,65.0,79.0,71.0,76.0,26.0,62.0,70,79,66,72,72,77,78,77,64,79,67,63,74,74,56,82,74,55,66,77,57,18,79,72,72,71.0,21,24,20,12,11,11,5,5,0.0,5000000,41,12,6,23,Manolo Gabbiadini,Attack,Centre-Forward,31
409517,73,176,68,Belgium,Right,3,3,High/Medium,93.0,68.0,65.0,73.0,33.0,68.0,64,69,65,69,58,74,67,60,61,73,94,93,74,69,72,73,63,64,74,64,61,17,69,65,63,62.0,45,26,22,10,7,13,14,13,0.0,4500000,52,38,6,8,Yorbe Vertessen,Attack,Centre-Forward,22
55994,68,176,70,Portugal,Right,4,3,Medium/Low,68.0,64.0,67.0,72.0,36.0,60.0,60,58,60,70,68,75,75,68,66,70,68,68,70,65,73,71,72,55,60,65,65,30,68,68,71,70.0,50,22,25,16,8,6,16,10,0.0,250000,47,18,13,16,Ukra,Attack,Right Winger,35
519514,73,165,67,Israel,Right,4,3,High/Low,83.0,72.0,67.0,73.0,41.0,59.0,68,74,70,68,66,68,64,62,58,72,84,82,90,67,93,74,71,75,52,71,55,22,73,72,52,67.0,40,46,41,7,12,10,8,13,0.0,4500000,49,35,5,9,Liel Abada,Attack,Right Winger,21
258916,71,185,70,England,Left,3,3,Medium/Low,64.0,68.0,72.0,72.0,40.0,51.0,64,68,53,75,58,73,76,75,68,73,61,66,69,66,69,68,57,60,48,73,45,33,69,75,64,72.0,45,37,30,8,13,7,14,8,0.0,3000000,41,7,7,27,Kieran Dowell,Attack,Attacking Midfield,25
127031,70,179,73,Senegal,Right,2,3,High/Medium,73.0,43.0,67.0,67.0,67.0,68.0,68,38,55,67,38,65,65,58,69,69,70,75,72,64,70,55,72,69,68,41,64,72,56,65,48,64.0,70,64,65,6,9,10,6,7,0.0,250000,44,16,14,14,Pierre Sagna,Defender,Right-Back,32
298976,74,182,74,Spain,Right,4,3,Medium/Medium,66.0,74.0,67.0,74.0,38.0,66.0,60,75,73,74,71,73,63,62,65,76,65,66,73,74,72,76,85,63,72,70,48,37,80,67,72,78.0,40,29,24,12,9,8,15,7,0.0,9000000,81,29,24,28,Borja Mayoral,Attack,Centre-Forward,26
80161,67,184,82,Austria,Right,4,2,Medium/Medium,67.0,52.0,59.0,60.0,65.0,73.0,52,39,69,66,44,57,60,42,64,64,68,67,64,63,56,70,72,71,72,65,78,64,47,54,49,59.0,63,67,65,9,15,16,12,10,0.0,800000,41,11,7,23,Emir Dilaver,Defender,Centre-Back,32
668276,66,182,68,Spain,Right,3,3,Medium/Low,73.0,66.0,47.0,70.0,22.0,45.0,36,70,65,52,55,70,42,38,42,69,66,78,78,67,75,67,65,53,41,58,38,15,68,56,60,54.0,17,20,18,15,9,14,7,10,0.0,3000000,52,28,10,14,Hugo Novoa,Attack,Right Winger,20
170934,75,184,85,Gabon,Right,4,3,Medium/Medium,68.0,67.0,74.0,76.0,74.0,75.0,70,59,69,77,68,77,72,66,75,78,67,68,69,76,71,80,53,76,76,71,75,75,66,73,68,74.0,75,75,72,12,9,15,8,16,0.0,10000000,38,20,7,11,Mario Lemina,Midfield,Defensive Midfield,29
486051,66,180,67,Belgium,Right,3,2,Medium/Medium,69.0,32.0,64.0,68.0,65.0,66.0,64,23,60,71,33,64,41,46,66,71,69,69,77,63,74,38,74,63,66,43,68,66,45,61,31,67.0,64,66,64,9,6,9,14,8,0.0,2000000,38,20,11,7,Marco Kana,Midfield,Defensive Midfield,20
403151,77,197,85,Spain,Right,4,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,12,14,15,46,15,15,12,14,50,37,45,44,31,71,35,53,70,40,66,16,33,8,12,58,15,62.0,18,13,15,78,75,71,77,80,44.0,14000000,40,13,15,12,Robert Sánchez,Goalkeeper,Goalkeeper,25
348026,79,187,84,France,Right,3,3,Medium/High,78.0,49.0,68.0,72.0,81.0,80.0,72,40,73,72,39,72,69,33,70,74,77,79,67,73,65,67,90,79,79,52,83,81,60,64,45,72.0,80,83,81,10,7,14,11,15,0.0,25000000,52,28,10,14,Nordi Mukiele,Defender,Right-Back,25
334835,75,190,82,Croatia,Left,3,3,High/Medium,59.0,66.0,75.0,73.0,72.0,78.0,72,57,75,76,59,74,77,77,75,75,58,59,62,75,62,81,68,78,81,75,71,72,73,75,51,73.0,70,73,71,13,10,11,11,7,0.0,9000000,86,27,27,32,Toma Basic,Midfield,Central Midfield,26
390664,69,184,77,Denmark,Right,3,3,Medium/High,65.0,53.0,63.0,67.0,68.0,72.0,58,47,66,69,56,63,66,42,65,69,64,66,73,68,66,65,73,79,72,55,61,70,59,62,39,80.0,69,68,65,14,9,14,11,6,0.0,1800000,41,7,7,27,Jacob Lungi Sörensen,Midfield,Defensive Midfield,25
494586,71,188,80,France,Right,2,2,Low/Medium,35.0,30.0,44.0,52.0,70.0,82.0,34,28,68,55,31,44,35,28,41,58,33,36,43,69,68,39,71,71,91,23,74,71,38,42,39,64.0,70,72,68,5,13,8,7,8,0.0,3000000,38,7,11,20,Mickaël Nade,Defender,Centre-Back,24
578392,70,183,72,Germany,Right,3,3,Medium/Medium,86.0,68.0,61.0,71.0,25.0,57.0,55,72,61,67,58,70,50,41,55,70,81,90,80,69,74,66,61,78,50,65,47,22,75,67,61,57.0,22,21,17,6,8,8,6,13,0.0,2000000,38,18,9,11,Maximilian Beier,Attack,Centre-Forward,20
293903,63,185,78,Turkey,Left,3,2,Low/Medium,61.0,27.0,42.0,45.0,65.0,65.0,31,22,68,50,27,35,34,26,44,52,58,63,44,60,59,40,69,67,67,22,57,63,32,41,39,56.0,62,68,66,7,11,10,9,12,0.0,675000,38,16,9,13,Burak Bekaroglu,Defender,Centre-Back,26
59145,78,183,82,Austria,Right,3,2,Medium/Medium,63.0,57.0,67.0,67.0,77.0,87.0,59,51,83,74,48,65,58,49,71,70,60,66,63,73,63,68,90,88,86,63,85,73,55,64,49,72.0,75,80,78,8,7,11,7,9,0.0,4000000,41,26,6,9,Gernot Trauner,Defender,Centre-Back,31
652275,67,180,73,Iceland,Right,3,3,High/High,73.0,60.0,64.0,70.0,54.0,62.0,59,61,45,68,57,67,63,58,59,69,72,74,82,64,81,63,56,75,55,56,67,56,66,66,52,68.0,56,55,54,7,14,10,14,6,0.0,600000,29,19,7,3,Hákon Arnar Haraldsson,Attack,Attacking Midfield,20
386726,76,183,74,Turkey,Left,4,4,Medium/Medium,66.0,75.0,77.0,79.0,47.0,71.0,75,73,67,79,70,81,82,76,74,80,63,69,73,75,69,80,55,73,71,79,71,40,75,78,69,78.0,38,54,45,10,12,5,13,7,0.0,15000000,81,36,20,25,Yusuf Yazici,Attack,Attacking Midfield,26
31653,73,183,80,Germany,Right,2,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,14,12,13,33,12,13,15,14,26,19,50,42,48,70,41,57,64,41,65,11,36,15,16,31,18,41.0,12,15,12,74,69,76,69,77,46.0,400000,37,14,9,14,Tobias Sippel,Goalkeeper,Goalkeeper,35
436063,64,176,65,Netherlands,Right,3,3,Medium/Medium,82.0,60.0,54.0,66.0,26.0,49.0,54,60,30,58,46,67,48,44,52,64,83,81,76,60,74,64,35,67,49,59,32,23,59,53,62,54.0,32,21,22,6,13,12,12,11,0.0,50000,39,14,6,19,Turan Tuzlacik,Defender,Left-Back,22
479636,69,186,79,Portugal,Right,2,2,Medium/Medium,65.0,29.0,46.0,45.0,70.0,70.0,29,20,70,59,21,39,32,28,55,48,62,68,43,67,59,42,72,69,71,37,66,70,24,40,41,49.0,69,72,71,7,14,9,14,10,0.0,200000,36,11,8,17,Henrique Jocú,Midfield,Defensive Midfield,21
199369,73,175,71,Spain,Right,4,3,High/Medium,68.0,74.0,67.0,75.0,31.0,60.0,65,70,65,75,74,76,80,76,59,77,66,70,74,73,72,83,67,50,64,75,62,33,77,56,69,65.0,25,25,24,12,16,10,6,8,0.0,3500000,39,8,15,16,Sandro Ramírez,Attack,Centre-Forward,27
541601,61,187,82,Denmark,Left,4,2,Medium/Low,76.0,58.0,53.0,62.0,21.0,61.0,52,60,52,57,47,62,51,58,48,64,74,77,67,57,60,68,65,59,70,49,40,15,58,50,53,53.0,19,17,19,11,12,9,8,11,0.0,300000,50,15,19,16,Sören Tengstedt,Attack,Centre-Forward,22
281252,70,178,75,Denmark,Right,3,3,Medium/Medium,77.0,52.0,62.0,68.0,68.0,76.0,63,50,68,68,52,65,60,50,60,67,76,78,78,67,78,62,81,79,76,50,70,66,58,56,40,64.0,68,70,68,10,11,10,11,15,0.0,700000,63,28,13,22,Mads Thychosen,Defender,Centre-Back,25
90836,72,185,82,England,Right,3,2,Medium/High,45.0,34.0,54.0,58.0,73.0,72.0,41,32,73,67,33,52,44,32,64,63,47,44,55,71,62,48,81,56,77,26,76,73,29,45,42,68.0,73,73,73,14,12,7,14,12,0.0,6000000,11,5,1,5,Steve Cook,Defender,Centre-Back,32
344519,75,174,68,Portugal,Right,3,3,Medium/Medium,67.0,72.0,75.0,75.0,64.0,62.0,73,71,46,78,54,75,67,59,77,76,72,63,77,71,81,74,46,73,57,77,66,70,71,74,68,66.0,57,73,65,12,9,12,12,5,0.0,2500000,45,32,8,5,Bruno Costa,Midfield,Central Midfield,26
197545,77,175,75,Spain,Right,3,3,High/High,79.0,64.0,74.0,74.0,73.0,85.0,77,56,60,76,54,72,78,58,67,72,80,79,80,72,86,82,82,88,84,67,83,75,76,74,54,78.0,73,75,74,12,13,6,12,11,0.0,4000000,45,18,14,13,Ander Capa,Defender,Right-Back,31
182579,77,186,84,Netherlands,Left,2,2,Low/High,64.0,39.0,60.0,63.0,76.0,75.0,40,33,78,75,35,57,35,35,68,69,58,69,64,76,61,60,77,64,78,31,83,75,41,59,41,71.0,74,77,80,9,9,14,14,9,0.0,4000000,52,24,19,9,Karim Rekik,Defender,Centre-Back,28
99254,74,185,75,Italy,Left,2,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,12,14,13,32,18,14,13,13,31,22,42,46,40,72,34,53,57,23,68,19,12,20,10,44,17,63.0,28,19,19,74,71,70,72,76,44.0,1400000,40,8,10,22,Luigi Sepe,Goalkeeper,Goalkeeper,32
73250,78,180,77,Spain,Right,3,3,High/Medium,72.0,69.0,72.0,72.0,77.0,76.0,78,68,70,77,74,73,71,54,69,74,69,74,66,74,55,78,72,74,75,69,80,75,64,62,50,69.0,77,80,81,9,12,8,9,15,0.0,3000000,54,23,14,17,Mario Gaspar,Defender,Right-Back,32
125165,81,173,66,Mexico,Right,5,5,Medium/Medium,82.0,65.0,80.0,86.0,73.0,67.0,82,61,70,83,74,85,81,67,70,86,83,82,88,81,91,66,71,82,57,66,73,75,82,83,68,86.0,72,74,72,11,6,10,14,9,0.0,18000000,97,56,27,14,Tecatito,Attack,Right Winger,30
652426,56,181,73,Turkey,Left,3,2,Medium/Medium,54.0,39.0,53.0,57.0,53.0,54.0,48,34,53,61,39,58,40,39,59,56,53,55,55,56,65,55,58,51,53,34,57,45,35,47,45,45.0,50,60,60,12,10,8,6,10,0.0,100000,39,16,9,14,Yusuf Özdemir,Defender,Left-Back,22
676318,70,175,65,Uruguay,Right,3,3,High/Medium,82.0,64.0,64.0,73.0,32.0,60.0,66,63,50,67,56,73,61,62,58,71,85,80,84,64,84,68,73,72,60,61,42,31,65,63,66,65.0,35,27,24,9,12,7,8,7,0.0,2500000,40,9,7,24,Facundo Pellistri,Attack,Right Winger,21
92738,74,183,82,Poland,Right,3,3,High/High,65.0,71.0,74.0,72.0,66.0,72.0,68,72,49,77,60,73,73,65,73,75,67,63,61,72,67,67,64,79,73,73,63,67,72,77,76,78.0,68,70,60,11,16,12,11,14,0.0,4000000,39,9,11,19,Mateusz Klich,Midfield,Central Midfield,32
225122,82,179,68,Portugal,Right,4,4,High/Low,86.0,83.0,74.0,83.0,38.0,70.0,81,82,75,70,75,84,76,70,69,82,85,87,84,81,75,87,63,72,72,88,64,50,79,76,69,78.0,24,34,30,9,12,11,9,9,0.0,40000000,45,17,15,13,Gonçalo Guedes,Attack,Second Striker,26
414908,74,188,83,Zimbabwe,Right,3,2,Medium/Medium,58.0,59.0,65.0,69.0,71.0,77.0,55,58,68,74,37,70,57,38,71,74,65,53,55,71,50,73,63,80,80,56,69,71,65,65,41,68.0,70,74,72,13,10,7,8,11,0.0,4000000,38,11,13,14,Marshall Munetsi,Midfield,Defensive Midfield,26
266414,60,189,70,Netherlands,Left,2,2,Medium/Medium,56.0,38.0,49.0,57.0,60.0,66.0,48,28,56,57,28,56,48,45,59,57,58,55,66,56,47,55,68,64,70,45,59,58,34,28,37,62.0,60,61,62,8,13,9,8,13,0.0,250000,38,12,11,15,Lars Nieuwpoort,Defender,Centre-Back,28
690993,66,178,73,Japan,Right,3,3,Medium/Medium,69.0,65.0,55.0,65.0,30.0,69.0,52,66,65,62,59,64,59,43,51,67,71,68,69,62,68,65,69,72,71,61,62,23,68,50,66,63.0,19,35,25,9,12,11,10,10,0.0,800000,35,15,6,14,Daichi Hayashi,Attack,Centre-Forward,26
110867,71,188,80,England,Left,2,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,11,11,12,40,11,11,12,11,25,22,53,47,37,67,59,53,56,39,61,11,22,22,16,42,41,30.0,12,12,11,72,70,70,70,71,50.0,800000,40,15,5,20,Jed Steer,Goalkeeper,Goalkeeper,30
346561,70,187,76,Italy,Left,3,2,Medium/High,75.0,41.0,59.0,66.0,70.0,61.0,62,37,68,68,36,66,61,41,61,68,68,81,62,65,73,54,60,57,57,34,75,70,57,42,48,58.0,66,73,72,14,8,7,8,9,0.0,2500000,40,8,10,22,Luca Ranieri,Defender,Left-Back,24
467434,64,176,72,Germany,Right,4,3,Medium/Medium,61.0,58.0,66.0,70.0,54.0,58.0,62,53,55,73,57,71,65,51,72,70,69,55,76,60,75,67,54,55,60,58,57,50,57,58,61,58.0,50,60,59,8,8,10,15,6,0.0,500000,73,30,13,30,Rocco Reitz,Midfield,Central Midfield,20
165467,78,188,84,North Macedonia,Right,2,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,11,20,14,23,15,18,17,17,27,19,35,38,44,63,43,56,60,40,72,17,17,21,15,51,21,53.0,19,19,17,77,82,75,78,79,37.0,2500000,45,16,10,19,Stole Dimitrievski,Goalkeeper,Goalkeeper,29
447661,78,175,66,Brazil,Right,2,3,High/Medium,67.0,68.0,77.0,77.0,73.0,70.0,69,64,62,82,58,75,80,63,80,82,69,65,74,77,74,80,66,76,66,76,74,77,58,77,44,81.0,75,75,68,12,6,13,10,7,0.0,35000000,39,13,6,20,Douglas Luiz,Midfield,Central Midfield,25
224884,70,180,72,Ghana,Left,4,3,Medium/Medium,75.0,55.0,64.0,68.0,66.0,69.0,69,52,65,65,41,68,72,43,66,69,74,76,68,66,71,68,71,73,68,54,67,66,64,60,42,66.0,64,68,68,12,11,6,11,10,0.0,2500000,37,21,10,6,Abdul-Rahman Baba,Defender,Left-Back,28
418661,68,186,81,France,Right,3,2,Medium/Medium,69.0,56.0,64.0,68.0,66.0,75.0,62,54,65,70,45,72,54,39,67,65,68,70,65,63,62,66,75,78,76,56,71,66,64,62,44,66.0,66,66,64,14,9,8,6,8,0.0,1000000,35,8,8,19,Abdoulaye Sissako,Midfield,Defensive Midfield,25
315865,75,188,72,Italy,Right,3,3,Medium/Medium,74.0,77.0,53.0,71.0,27.0,72.0,48,77,75,64,74,70,55,54,42,74,73,75,69,73,74,79,74,81,75,73,55,16,77,45,78,62.0,15,30,24,14,10,15,7,11,0.0,16000000,41,12,11,18,Andrea Pinamonti,Attack,Centre-Forward,24
64399,79,190,80,Spain,Right,3,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,34,11,20,44,13,16,32,20,36,24,51,52,63,74,48,59,68,41,62,15,24,27,13,54,29,62.0,23,15,17,80,77,78,77,81,52.0,1500000,43,15,15,13,Vicente Guaita,Goalkeeper,Goalkeeper,36
390688,70,185,76,Spain,Right,3,3,Medium/Medium,61.0,37.0,60.0,62.0,70.0,57.0,67,36,70,68,37,61,48,40,48,65,62,60,63,70,52,36,52,58,56,32,60,69,58,55,42,60.0,68,73,72,10,12,11,12,8,0.0,1000000,39,8,15,16,Juan Iglesias,Defender,Right-Back,24
326029,79,178,77,Netherlands,Right,4,4,Medium/Medium,88.0,78.0,72.0,83.0,35.0,73.0,71,79,69,75,75,84,76,61,64,83,90,86,86,80,84,85,77,78,74,72,62,31,79,77,74,77.0,29,33,35,7,9,9,10,14,0.0,27000000,46,27,4,15,Donyell Malen,Attack,Left Winger,24
332560,72,173,75,Colombia,Left,3,2,High/Medium,84.0,55.0,64.0,71.0,65.0,70.0,71,57,63,68,43,72,46,32,60,69,82,85,75,62,78,57,82,77,66,51,67,64,60,63,57,65.0,66,66,66,13,12,8,12,11,0.0,2000000,38,17,11,10,Deiver Machado,Defender,Left-Back,29
56354,66,188,85,Denmark,Left,3,2,Medium/Medium,31.0,44.0,59.0,54.0,67.0,68.0,50,36,67,66,49,51,63,42,66,60,30,32,42,58,46,56,65,52,76,49,68,66,40,54,49,65.0,68,66,64,15,13,15,8,11,0.0,300000,11,0,3,8,Andreas Bjelland,Defender,Centre-Back,34
36284,76,192,83,Germany,Right,3,3,Medium/Medium,58.0,78.0,55.0,67.0,38.0,79.0,50,82,82,65,77,64,38,44,40,73,52,63,52,79,58,80,75,67,86,69,75,23,81,59,73,76.0,37,42,19,8,9,15,16,8,0.0,1200000,16,3,3,10,Simon Terodde,Attack,Centre-Forward,35
490423,67,187,76,Belgium,Right,3,3,High/Medium,82.0,55.0,64.0,69.0,59.0,72.0,66,60,52,67,26,72,52,38,63,70,80,83,69,63,61,60,67,69,74,45,73,60,67,66,43,58.0,59,61,60,5,14,10,9,14,0.0,1200000,43,22,11,10,Ignace Van der Brempt,Defender,Right-Back,21
124502,82,191,86,Germany,Right,3,2,High/Medium,60.0,59.0,71.0,66.0,84.0,79.0,68,55,82,78,53,61,44,42,78,75,54,64,55,85,49,79,77,75,84,46,72,83,55,72,67,76.0,85,86,78,12,10,6,8,10,0.0,24000000,37,14,9,14,Matthias Ginter,Defender,Centre-Back,29
35249,76,186,90,Italy,Right,3,3,Medium/Medium,62.0,75.0,60.0,70.0,30.0,82.0,54,77,80,71,67,71,58,48,46,75,52,70,53,74,46,81,73,67,93,67,75,21,79,62,66,76.0,29,25,20,7,7,7,5,8,0.0,3100000,79,32,22,25,Stefano Okaka,Attack,Centre-Forward,33
524315,76,177,69,Japan,Right,2,2,Medium/Medium,67.0,64.0,74.0,75.0,72.0,73.0,70,66,47,77,30,76,72,47,79,75,69,66,70,76,69,67,59,78,74,68,70,79,69,75,48,71.0,71,76,70,6,10,13,7,8,0.0,4000000,44,16,14,14,Hidemasa Morita,Midfield,Defensive Midfield,28
164729,69,194,89,Greece,Right,3,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,13,10,14,20,10,11,13,15,27,16,35,25,42,69,30,52,65,32,70,10,36,10,10,57,12,57.0,17,11,12,69,70,69,64,68,30.0,700000,32,15,6,11,Panagiotis Tsintotas,Goalkeeper,Goalkeeper,29
649033,71,184,79,Senegal,Right,3,2,Medium/Medium,67.0,59.0,68.0,71.0,68.0,73.0,61,54,70,75,51,71,60,45,72,73,67,67,65,72,62,72,72,73,75,60,69,68,64,68,55,69.0,66,70,68,14,11,14,6,15,0.0,2000000,38,11,13,14,Dion Lopy,Midfield,Defensive Midfield,21
258878,75,196,80,England,Right,3,2,Low/Medium,72.0,31.0,57.0,58.0,75.0,77.0,38,30,71,73,25,50,30,22,71,66,66,76,53,71,53,36,77,68,82,28,75,74,28,51,35,76.0,75,77,74,14,11,11,8,9,0.0,15000000,5,1,1,3,Tosin Adarabioyo,Defender,Centre-Back,25
410708,76,190,79,Netherlands,Left,4,2,Medium/High,57.0,38.0,61.0,63.0,77.0,76.0,42,31,73,75,34,60,42,32,73,71,55,58,50,73,54,62,73,72,78,30,76,79,33,56,55,73.0,76,77,76,14,8,8,10,14,0.0,15000000,39,9,11,19,Pascal Struijk,Defender,Left-Back,23
211121,65,180,78,Northern Ireland,Right,3,2,Medium/Medium,64.0,64.0,61.0,62.0,63.0,71.0,54,64,64,65,58,60,52,55,63,64,67,62,67,62,67,62,76,68,72,69,72,62,63,61,65,62.0,64,63,62,15,15,14,15,16,0.0,500000,36,12,10,14,Liam Donnelly,Midfield,Defensive Midfield,27
212862,82,192,79,Spain,Right,4,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,12,13,13,36,15,19,14,17,29,26,40,46,69,76,40,59,66,42,73,11,34,20,11,35,24,55.0,14,17,18,83,76,79,85,84,43.0,22000000,51,23,15,13,Álex Remiro,Goalkeeper,Goalkeeper,28
137610,64,190,85,Turkey,Right,2,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,20,12,20,26,13,18,20,20,18,18,49,42,36,58,42,44,50,26,76,16,27,24,14,14,23,33.0,10,20,14,68,61,59,62,64,45.0,150000,38,17,9,12,Alperen Uysal,Goalkeeper,Goalkeeper,29
198006,73,177,72,Portugal,Left,3,3,High/Medium,74.0,62.0,70.0,71.0,67.0,67.0,73,53,59,71,60,72,72,70,65,71,75,74,72,71,72,74,66,79,61,70,68,69,68,67,51,65.0,66,69,70,11,13,16,14,6,0.0,2000000,38,16,10,12,Rafa Soares,Defender,Left-Back,28
146509,71,183,73,England,Left,3,3,Medium/Medium,69.0,46.0,64.0,67.0,68.0,69.0,70,43,57,66,41,66,68,61,57,67,66,71,69,68,73,47,70,81,69,46,56,67,60,61,52,61.0,68,71,67,8,10,8,4,8,0.0,2500000,4,0,0,4,Conor Townsend,Defender,Left-Back,30
378710,81,181,71,Brazil,Right,5,4,High/Medium,82.0,79.0,72.0,82.0,53.0,79.0,73,81,82,77,74,84,74,65,61,82,85,79,79,80,71,83,86,81,76,72,84,46,81,74,77,81.0,45,58,48,12,7,8,11,13,0.0,50000000,42,14,6,22,Richarlison,Attack,Centre-Forward,26
